Region/Country/Area,Year,Series,Value,Footnotes,Source
Uganda,2016,"Intentional homicide rates per 100,000",11.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Percentage of male and female intentional homicide victims, Male",18.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Percentage of male and female intentional homicide victims, Female",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Assault rate per 100,000 population",17.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Kidnapping at the national level, rate per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Theft at the national level, rate per 100,000 population",109.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Robbery at the national level, rate per 100,000 population",18.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2016,"Total Sexual Violence at the national level, rate per 100,000",49.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2017,"Intentional homicide rates per 100,000",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2017,"Percentage of male and female intentional homicide victims, Male",19.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2017,"Percentage of male and female intentional homicide victims, Female",4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2017,"Assault rate per 100,000 population",13.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2017,"Robbery at the national level, rate per 100,000 population",16.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2018,"Intentional homicide rates per 100,000",10.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Intentional homicide rates per 100,000",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Percentage of male and female intentional homicide victims, Male",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Percentage of male and female intentional homicide victims, Female",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Assault rate per 100,000 population",14.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Theft at the national level, rate per 100,000 population",398.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2005,"Total Sexual Violence at the national level, rate per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Percentage of male and female intentional homicide victims, Male",6.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Assault rate per 100,000 population",8.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Kidnapping at the national level, rate per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Theft at the national level, rate per 100,000 population",556.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Robbery at the national level, rate per 100,000 population",50.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2010,"Total Sexual Violence at the national level, rate per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Intentional homicide rates per 100,000",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Percentage of male and female intentional homicide victims, Male",11.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Assault rate per 100,000 population",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Robbery at the national level, rate per 100,000 population",47.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Ukraine,2017,"Total Sexual Violence at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2004,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2004,"Kidnapping at the national level, rate per 100,000",12.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2004,"Theft at the national level, rate per 100,000 population",271.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2005,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2005,"Assault rate per 100,000 population",15.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2005,"Kidnapping at the national level, rate per 100,000",18.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2006,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2006,"Assault rate per 100,000 population",14.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2006,"Kidnapping at the national level, rate per 100,000",18.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2010,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Male",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Male",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Assault rate per 100,000 population",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Theft at the national level, rate per 100,000 population",67.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Robbery at the national level, rate per 100,000 population",8.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2015,"Total Sexual Violence at the national level, rate per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Assault rate per 100,000 population",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Theft at the national level, rate per 100,000 population",51.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Robbery at the national level, rate per 100,000 population",4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2016,"Total Sexual Violence at the national level, rate per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2017,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2017,"Assault rate per 100,000 population",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2017,"Kidnapping at the national level, rate per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
United Arab Emirates,2017,"Theft at the national level, rate per 100,000 population",47.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
